booking_id,guest_name,email,listing_id,listing_city,checkin_date,checkout_date,nights,price_per_night,total_price,payment_status,review_score,is_cancelled
BKG-008135,  Robert Phillips  ,ryan34@jones.biz,1033,LA,2023-09-10,2024-06-09,273,148.92,40655.159999999996,paid,6,0
BKG-000772,GRACE EDWARDS,elizabeth69@hester.com,1009,San Francisco,2023-04-24,2024-04-12,354,196.61,69599.94,,4,True
BKG-010336,,jessica37@yahoo.com,1078,NYC,2024-02-11,2025-04-08,422,182.58,77048.76000000001,Paid,N/A,1
BKG-003597,,kellyshaffer@mcknight-eaton.biz,1092,San Fran,2024-03-28,2024-09-12,168,311.44,52321.92,pending,5,False
BKG-000394,SAMANTHA JONES,nedwards@adams.com,1070,NYC,2024-05-13,2025-02-23,286,416.26,119050.36,,-1,0
BKG-012495,,shieldsmonica@hotmail.com,1012,San Fran,2023-11-15,2024-06-07,205,419.56,86009.8,paid,6,y
BKG-003427,  Jessica Smith  ,jennifer50@li.com,1012,los angeles,2023-05-14,2024-11-08,544,N/A,error,,6,False
BKG-014705,MICHAEL GRAHAM,youngjessica@yahoo.com,1082,San Francisco,2024-04-22,2025-04-05,348,145.43,50609.64,paid,N/A,FALSE
BKG-004948,Tanya Fischer,mauricejenkins@gmail.com,1006,new york,2023-07-10,2024-07-21,377,335.62,126528.74,PENDING,5,Yes
BKG-005125,katie may,qjackson@gmail.com,1015,San Fran,2023-06-07,2024-04-05,303,161.28,48867.840000000004,paid,-1,n
BKG-009115,mary lam,micheal88@miller-frank.com,1070,San Francisco,2023-07-26,2024-11-13,476,84.16,40060.159999999996,PENDING,N/A,Yes
BKG-018945,jonathan vega,gking@rivera.biz,1043,New York,2025-03-16,2025-04-30,45,396.84,17857.8,pending,N/A,1
BKG-018672,Becky Sheppard,walterjessica@hotmail.com,1001,New York,2023-12-15,2024-01-29,45,251.62,11322.9,Unpaid,,n
BKG-015821,,luis67@montoya.com,1063,nyc,24/03/2025,2025-04-22,29,378.98,10990.42,Unpaid,3,FALSE
BKG-019414,  Paula White  ,jameswatts@hotmail.com,1044,SF,2025-04-16,2025-05-02,16,358.63,5738.08,Paid,6,TRUE
BKG-014775,Christopher Hardin,rlee@yahoo.com,1030,NYC,2025-03-05,2025-03-08,3,348.28,1044.84,Paid,,n
BKG-005717,  Nathan Rogers  ,curtis11@garza.com,1087,New York,2023-07-12,2023-09-14,64,427.09,27333.76,paid,2,1
BKG-002029,,ashley95@gmail.com,1020,los angeles,2025-02-16,2025-02-26,,371.54,error,Paid,5,1
BKG-017504,daniel lam,gainesbrianna@patterson.com,1062,Los Angeles,2024-05-08,2024-10-17,162,122.42,19832.04,Paid,,True
BKG-004794,Jose Molina,beckyharrington@dixon-sherman.biz,1094,San Francisco,2023-08-10,2024-08-12,368,223.02,82071.36,,6,TRUE
BKG-002057,VERONICA HALE,megan91@yahoo.com,1040,SF,2024-07-30,2025-04-30,274,417.14,114296.36,PENDING,5,No
BKG-012116,,johnknapp@hotmail.com,1062,LA,2023-09-06,2023-10-27,51,488.72,24924.72,N/A,3,False
BKG-010761,  James Romero  ,benjaminanderson@gmail.com,1031,San Fran,2024-12-01,2024-12-26,25,439.4,10985.0,PENDING,-1,Yes
BKG-013585,gerald goodman,kellyphillips@yahoo.com,1047,new york,14/12/2024,2025-03-14,-1,198.05,-198.05,pending,-1,False
BKG-007562,  John Lang  ,srodriguez@poole.info,1046,SF,2023-07-17,2023-07-17,0,130.5,0.0,PENDING,-1,True
BKG-016233,,bishopelizabeth@gmail.com,1029,Los Angeles,2025-01-22,2025-02-18,27,306.84,8284.679999999998,,6,y
BKG-011369,  Cynthia Carson  ,francessolis@yahoo.com,1026,LA,2024-08-25,2025-05-15,263,,error,pending,-1,y
BKG-014641,Brenda Scott,ngarner@gmail.com,1085,NYC,2024-03-31,2024-11-12,226,160.9,36363.4,PENDING,-1,1
BKG-016976,David Graham,david44@cisneros.com,1010,nyc,2023-05-21,2025-05-05,715,473.61,338631.15,Paid,6,n
BKG-000494,glen cervantes,vbradley@hotmail.com,1030,SF,2024-10-12,2025-01-11,91,341.26,31054.66,PENDING,N/A,True
BKG-002816,edward butler,maria98@wright-hansen.com,1039,NYC,04/11/2024,2024-12-08,seven,176.59,error,pending,N/A,1
BKG-008938,TIMOTHY WILSON,jenniferwhite@hotmail.com,1032,San Fran,2024-05-26,2024-08-17,83,479.28,39780.24,Unpaid,4,n
BKG-019093,Erin Maldonado,adam09@gmail.com,1087,Los Angeles,2023-05-14,2025-03-15,671,499.93,335453.03,N/A,,1
BKG-014375,Gloria Kelly,luceromelanie@galloway-nguyen.com,1062,New York,2023-12-24,2025-02-04,408,69.37,28302.960000000003,,-1,Yes
BKG-017818,,josephlewis@hotmail.com,1070,SF,2023-07-01,2024-01-16,199,124.1,24695.899999999998,pending,5,0
BKG-004098,JARED JONES,chloesmith@douglas-durham.com,1052,SF,2024-04-23,2025-01-30,282,428.08,120718.56,paid,2,FALSE
BKG-007501,MARCUS PETERS,pgray@gray-brown.biz,1045,San Francisco,2024-09-09,2025-04-12,215,143.33,30815.950000000004,PENDING,N/A,True
BKG-009514,ADAM MASON,djacobson@young.com,1020,NYC,2024-08-17,2025-01-07,143,N/A,error,N/A,N/A,0
BKG-011408,ashley sanchez,rebeccacasey@hotmail.com,1073,LA,2023-10-31,2024-11-01,367,184.61,67751.87000000001,Paid,-1,FALSE
BKG-012933,,lauren53@perry-lee.com,1015,San Fran,18/10/2023,2024-01-18,,325.87,error,paid,1,No
BKG-017171,kathleen rivera,obrienshannon@walker-holmes.info,1001,San Fran,2023-11-20,2024-03-28,129,317.45,40951.049999999996,paid,N/A,True
BKG-002288,CHARLES STANTON MD,allensara@gmail.com,1073,SF,2024-03-14,06-28-2024,106,246.7,26150.199999999997,paid,6,1
BKG-001408,TAMARA INGRAM,john88@greer.com,1069,Los Angeles,2024-11-05,2024-12-27,52,265.93,13828.36,Paid,-1,False
BKG-016824,  Kelly Meza  ,millerxavier@hotmail.com,1019,New York,2024-04-01,01-08-2025,282,376.05,106046.1,Paid,-1,1
BKG-012408,SHAWNA COLLINS,cbowman@hotmail.com,1070,los angeles,2024-11-20,2025-04-27,158,163.54,25839.32,,1,Yes
BKG-008153,  Justin Fisher  ,daymia@yahoo.com,1043,Los Angeles,2023-12-13,2025-01-16,400,322.43,128972.0,,6,False
BKG-016727,JENNIFER PATRICK,wtrevino@wright-estrada.com,1042,nyc,2024-06-23,2024-09-16,85,215.93,18354.05,paid,N/A,0
BKG-008204,TOMMY SCHMIDT,omar58@carter.com,1034,Los Angeles,2023-06-14,09-08-2023,86,273.26,23500.36,Paid,-1,FALSE
BKG-017673,christopher hughes,davisjohn@yahoo.com,1022,los angeles,2024-07-18,2025-02-17,214,70.92,15176.880000000001,paid,,False
BKG-017239,allison mcbride,castillotimothy@hotmail.com,1063,los angeles,16/11/2023,2023-12-26,40,264.68,10587.2,N/A,-1,False
BKG-018257,  Laura Hammond  ,cunninghamterry@glenn.com,1061,NYC,2025-04-21,2025-04-21,0,235.65,0.0,,,Yes
BKG-017672,REBECCA LLOYD,jwilliams@mcclure.com,1080,LA,2024-12-03,2024-12-15,12,334.57,4014.84,PENDING,,Yes
BKG-003678,,amber94@gmail.com,1021,nyc,2024-10-10,2025-02-26,139,324.15,45056.85,paid,N/A,n
BKG-005681,KRISTI HOOD,belinda47@white-johnson.net,1041,nyc,2024-07-07,2025-04-18,285,150.25,42821.25,N/A,6,y
BKG-012947,  Jessica Mata  ,karencrawford@yahoo.com,1062,nyc,2023-05-16,2024-02-13,273,451.6,123286.8,N/A,N/A,Yes
BKG-007962,tamara harrington,vmcdaniel@yahoo.com,1039,los angeles,2025-01-27,2025-04-04,67,462.46,30984.82,,3,n
BKG-009995,,greengregory@scott.com,1046,SF,2024-08-24,01-25-2025,154,139.84,21535.36,pending,-1,0
BKG-007854,JAMES RODRIGUEZ MD,renee45@hotmail.com,1031,New York,2023-09-07,2023-09-17,10,80.23,802.3000000000001,N/A,-1,FALSE
BKG-012836,David Colon,stephenrussell@yahoo.com,1006,los angeles,2023-05-31,2025-03-04,643,341.56,219623.08,,4,TRUE
BKG-001399,rachel bennett,weberbrian@allen.org,1039,SF,2024-06-28,2024-12-23,178,204.54,36408.119999999995,pending,4,False
BKG-013940,DAVID ZAMORA,perkinschris@hotmail.com,1023,SF,2024-02-15,2024-05-05,80,393.19,31455.2,PENDING,,True
BKG-011127,,gravescheryl@gmail.com,1100,Los Angeles,2023-10-18,2025-04-30,560,199.43,111680.8,PENDING,,False
BKG-012725,,dana99@hotmail.com,1066,San Fran,2025-02-25,2025-05-04,68,146.52,9963.36,paid,,1
BKG-000506,Victoria Terrell,,1043,San Fran,2023-06-29,2024-01-05,190,468.8,89072.0,N/A,5,1
BKG-016868,kristin contreras,taylor55@hotmail.com,1037,nyc,2024-05-07,2025-04-28,356,415.59,147950.03999999998,PENDING,N/A,TRUE
BKG-013667,Pamela Garcia,brandonbennett@hotmail.com,1092,San Fran,2024-01-24,2024-01-25,1,312.31,312.31,Paid,4,Yes
BKG-010925,  Christopher Carroll  ,pcochran@gmail.com,1051,SF,2023-11-21,07-16-2024,,396.57,error,PENDING,6,y
BKG-016904,  Todd Frey  ,pwilliamson@becker.info,1054,los angeles,07/12/2023,2024-03-23,107,290.14,31044.98,pending,N/A,1
BKG-016200,,alan61@bailey.info,1069,SF,2025-02-16,2025-03-07,19,305.63,5806.97,,,No
BKG-008108,,glucas@yahoo.com,1095,nyc,2024-03-29,2025-01-22,299,211.43,63217.57,N/A,1,y
BKG-002473,teresa green,anthonyjones@boyd.com,1089,San Francisco,2025-03-20,2025-03-29,9,222.2,1999.8,,,False
BKG-015554,SUZANNE WILLIAMS,jennifercrawford@hotmail.com,1094,San Fran,2023-11-03,2024-10-16,348,321.51,111885.48,Unpaid,5,y
BKG-004592,Penny Rodriguez,jmiller@hotmail.com,1063,San Francisco,2023-12-11,2023-12-27,16,404.65,6474.4,,-1,y
BKG-016870,Linda Thornton,jordanpatricia@jones.com,1024,NYC,2024-07-20,2024-11-08,111,241.63,26820.93,Paid,N/A,No
BKG-001922,,melissa01@hotmail.com,1048,LA,2025-03-09,2025-05-18,70,330.55,23138.5,Unpaid,4,True
BKG-011458,  Jennifer Trevino MD  ,jamie55@hotmail.com,1100,San Francisco,2024-06-20,2024-10-15,117,431.16,50445.72,Paid,6,0
BKG-007161,Dr. Shirley Barr,markschwartz@moore.com,1085,Los Angeles,2024-12-25,2025-02-22,59,410.3,24207.7,pending,3,TRUE
BKG-013856,KRISTINA RICH,thomasgarcia@gmail.com,1027,NYC,01/07/2024,2024-10-26,117,174.66,20435.22,,2,No
BKG-007897,BRIAN BRIGGS,ccooper@mooney.org,1049,Los Angeles,16/02/2025,2025-03-31,43,380.84,16376.119999999999,Paid,-1,Yes
BKG-018976,SHEILA ORTIZ,michael88@gmail.com,1075,San Fran,2024-01-07,2025-02-28,-1,76.71,-76.71,Paid,,y
BKG-006260,victoria ellis,cory16@ryan.com,1030,San Francisco,01/07/2023,2023-07-07,6,229.93,1379.58,PENDING,,y
BKG-008142,LAUREN RAMOS,sophia59@yahoo.com,1073,LA,2024-05-19,2024-08-28,101,440.2,44460.2,N/A,N/A,True
BKG-004589,KAREN PATEL,howardbarbara@solomon-mason.org,1006,new york,16/03/2025,2025-05-10,55,95.78,5267.9,,6,FALSE
BKG-012824,  Laurie Hernandez  ,robertwilliams@frey.com,1087,new york,2024-08-12,2023-09-10,-337,449.25,-151397.25,Unpaid,6,True
BKG-018785,,jessica70@gmail.com,1083,LA,2024-07-28,2025-02-21,208,338.39,70385.12,pending,6,True
BKG-008966,MRS. MICHELE DAUGHERTY,gjones@yahoo.com,1004,New York,2024-12-08,01-21-2025,44,362.93,15968.92,,6,True
BKG-016335,  Donald Maynard  ,kellycarter@phelps.info,1009,San Francisco,2024-01-30,2024-03-22,52,231.43,12034.36,paid,,n
BKG-009725,JEFFREY HARRINGTON,thompsonrachael@yahoo.com,1009,San Francisco,2024-04-20,2025-04-24,369,251.53,92814.57,Unpaid,6,FALSE
BKG-004130,Dylan Cannon,andrewflores@oconnor.com,1072,San Francisco,2023-12-07,2024-05-26,171,282.42,48293.82,Unpaid,6,FALSE
BKG-017811,anne davis,williamdixon@murray-jones.biz,1089,San Fran,2023-08-31,2024-10-30,426,305.84,130287.84,paid,,y
BKG-017837,  Nicole Oconnor  ,kthompson@gmail.com,1053,SF,21/07/2023,2024-02-15,209,481.99,100735.91,PENDING,6,n
BKG-001217,,ucooper@harvey.com,1064,SF,2024-09-26,2025-03-18,173,489.21,84633.33,N/A,-1,n
BKG-006827,ANGELA COHEN,cdudley@gmail.com,1045,new york,2025-01-20,2025-04-30,100,280.96,28095.999999999996,Unpaid,3,FALSE
BKG-000961,,perezjulie@bradley.com,1074,San Fran,2025-01-12,2025-01-23,11,325.65,3582.1499999999996,Unpaid,2,TRUE
BKG-019072,GLENN WALTON,james42@hotmail.com,1097,LA,2023-06-11,2023-11-21,163,275.65,44930.95,pending,N/A,False
BKG-002391,,rcaldwell@hotmail.com,1041,los angeles,2024-04-14,2025-02-27,319,402.32,128340.08,Unpaid,N/A,TRUE
BKG-000279,Mark Freeman,jasminehoffman@hotmail.com,1041,SF,2024-12-23,2025-03-02,69,347.85,24001.65,paid,N/A,No
BKG-001954,,rgross@delgado.org,1074,los angeles,2024-01-10,07-04-2024,176,139.07,24476.32,Unpaid,N/A,y
BKG-006321,,raymondbeasley@jensen.com,1078,los angeles,13/06/2023,2024-02-10,242,396.68,95996.56,PENDING,6,FALSE
BKG-006055,MICHELLE KENNEDY,gregoryjoseph@yahoo.com,1066,San Fran,2025-01-04,2025-01-17,13,156.15,2029.95,paid,6,False
BKG-001740,amanda nelson,calebday@jefferson.com,1038,San Francisco,2024-12-19,2024-12-19,0,369.25,0.0,N/A,N/A,FALSE
BKG-014791,Trevor Morales,jay52@jackson.org,1074,nyc,2024-07-06,2025-05-18,316,321.17,101489.72,,,No
BKG-018006,James Silva,wlucas@gmail.com,1092,New York,2023-10-25,2025-04-11,534,241.11,128752.74,paid,4,TRUE
BKG-008649,JONATHAN HALL,vyang@hotmail.com,1095,SF,2023-11-14,2025-02-08,452,104.69,47319.88,PENDING,,1
BKG-005962,brittney clark,andersonleah@hotmail.com,1027,los angeles,2024-05-12,2024-05-24,seven,,error,PENDING,N/A,TRUE
BKG-014984,JAMES CHOI,xkirk@smith-soto.biz,1054,Los Angeles,2024-05-03,2024-07-22,80,69.12,5529.6,Unpaid,,y
BKG-013496,  Sherry Robinson  ,robert82@hotmail.com,1018,LA,2024-12-17,2025-02-26,71,93.12,6611.52,Unpaid,,0
BKG-001345,MATTHEW POTTS,andersonkara@jackson-carter.com,1087,SF,2024-03-09,2024-07-12,125,101.88,12735.0,,N/A,1
BKG-000063,  Amy Choi  ,,1095,San Fran,2023-06-19,2023-10-18,121,348.66,42187.86,Unpaid,4,TRUE
BKG-014159,Terry Jimenez,johnsanchez@hill-larson.com,1091,San Fran,05/09/2023,2024-12-08,460,396.96,182601.59999999998,paid,6,0
BKG-003029,DUANE HENRY,ssanchez@hill.com,1068,new york,2025-04-04,2025-05-20,46,325.06,14952.76,paid,,True
BKG-009421,TAMMY RODGERS,crystalharvey@davis.biz,1075,NYC,2025-01-08,2025-02-25,48,free,error,PENDING,-1,1
BKG-000397,,brianlloyd@ayers-johnson.com,1025,nyc,21/02/2024,2024-07-05,135,460.94,62226.9,PENDING,3,n
BKG-018644,david king,taylorhenry@gmail.com,1050,NYC,2023-08-01,2024-07-07,341,247.47,84387.27,paid,-1,0
BKG-014474,WILLIAM WARREN,ihill@hotmail.com,1013,San Fran,2025-04-07,2025-05-03,26,340.56,8854.56,,6,Yes
BKG-009559,Lisa Foster,,1038,New York,12/10/2024,2025-03-08,147,58.42,8587.74,Paid,N/A,Yes
BKG-001454,Charles Hopkins,,1059,nyc,2023-05-03,2024-12-26,603,65.57,39538.71,Unpaid,1,FALSE
BKG-019670,,cherylcoleman@payne.com,1057,San Fran,2023-08-02,2024-06-25,328,104.66,34328.479999999996,,-1,y
BKG-002598,Debbie Miller,barbara17@myers.com,1031,nyc,2024-01-29,2025-04-07,434,319.47,138649.98,Unpaid,,y
BKG-015838,  Albert Cunningham  ,belljennifer@ward.biz,1029,New York,2024-11-12,2025-02-16,96,267.97,25725.120000000003,,N/A,1
BKG-008824,  Andrew Smith MD  ,ygallegos@reid-huynh.com,1057,los angeles,2024-10-07,2025-05-07,212,241.89,51280.68,Paid,N/A,Yes
BKG-001817,,rcombs@cannon.com,1034,los angeles,23/07/2024,2025-02-03,seven,138.68,error,,,n
BKG-012030,AUSTIN ADKINS,joannahernandez@hotmail.com,1013,los angeles,2024-04-26,2024-09-19,146,314.2,45873.2,Paid,2,y
BKG-008253,sean holder,tracijackson@harrington-wu.com,1043,los angeles,2025-03-02,2025-03-22,20,147.35,2947.0,Unpaid,4,0
BKG-016930,,longchristine@yahoo.com,1002,San Fran,2023-10-29,08-16-2024,292,135.65,39609.8,Paid,6,y
BKG-008097,kathy jenkins,hharvey@parker.com,1068,nyc,2025-01-14,2025-01-31,17,478.1,8127.700000000001,paid,1,No
BKG-003098,,whitejames@gmail.com,1070,nyc,16/01/2024,2025-03-22,431,263.27,113469.37,Paid,N/A,True
BKG-014426,ANDREW GRAVES MD,yolanda00@hotmail.com,1095,NYC,2024-04-23,2024-09-11,141,70.97,10006.77,paid,6,TRUE
BKG-019268,BRITTANY MCKENZIE,isantiago@todd-durham.biz,1032,San Fran,2023-12-13,2024-09-24,286,216.9,62033.4,N/A,6,1
BKG-001739,  Alyssa Barnett  ,leejennifer@gmail.com,1038,San Fran,2024-09-11,2025-04-08,209,195.4,40838.6,Paid,N/A,TRUE
BKG-017687,virginia greer,gchaney@brown.info,1056,San Francisco,2023-11-18,2025-01-26,seven,231.94,error,N/A,1,n
BKG-006822,  Jack Edwards  ,jesse25@mason-schultz.com,1086,SF,2024-06-11,2024-10-30,141,140.39,19794.989999999998,pending,N/A,1
BKG-000633,THOMAS SANCHEZ,clayanthony@hotmail.com,1015,San Francisco,2024-10-01,2024-11-17,47,338.08,15889.759999999998,pending,,FALSE
BKG-009854,david arnold,johnsonmorgan@graham.com,1044,new york,2024-11-18,2025-01-16,seven,407.87,error,Paid,-1,No
BKG-016264,Donald Harrell,john32@jones.com,1044,NYC,2023-06-13,2024-02-05,237,143.28,33957.36,pending,-1,FALSE
BKG-009511,,collinkelley@perez.com,1082,LA,2024-10-23,2025-04-24,183,398.47,72920.01000000001,,6,TRUE
BKG-007080,denise kelley,janetwilson@dixon.com,1024,LA,2023-05-18,2024-02-28,286,354.25,101315.5,,6,True
BKG-003132,  Richard Dorsey  ,cscott@yahoo.com,1034,San Francisco,2024-06-26,2025-03-16,263,312.41,82163.83,Paid,6,y
BKG-014023,robert ayala,jennifer67@allen.com,1023,New York,2024-07-06,2024-07-17,11,309.76,3407.3599999999997,Unpaid,N/A,False
BKG-016036,Nancy Butler,stacy33@perez.info,1074,nyc,2023-08-31,2025-01-06,494,447.12,220877.28,Paid,N/A,Yes
BKG-019003,elizabeth herman,cheryl42@lee-reese.com,1082,los angeles,2025-04-07,2025-05-09,32,451.74,14455.68,,4,1
BKG-019785,,fletcherashley@hotmail.com,1093,San Francisco,2024-08-25,2025-03-29,216,341.56,73776.96,Unpaid,2,No
BKG-017885,DR. CAROL YOUNG DDS,msandoval@villarreal.com,1050,San Francisco,2024-12-20,2025-01-24,35,78.37,2742.9500000000003,Unpaid,,Yes
BKG-006804,ALICIA JOHNSON,yoderjohn@anderson.com,1034,LA,2024-04-16,2024-08-28,-1,267.16,-267.16,PENDING,,1
BKG-019917,dawn steele,erin87@yahoo.com,1087,new york,2024-03-01,2025-04-20,415,56.51,23451.649999999998,N/A,,No
BKG-009720,karen wright,hoffmandavid@hotmail.com,1011,nyc,2024-09-27,2024-10-31,-1,106.11,-106.11,N/A,,0
BKG-019171,Melissa Schwartz,ijones@hotmail.com,1046,San Francisco,2024-02-10,2024-08-23,195,52.38,10214.1,pending,-1,No
BKG-000679,,,1039,nyc,15/06/2024,2025-01-25,seven,88.27,error,Paid,6,Yes
BKG-019873,  Paul Perez  ,christinewilkerson@banks.info,1055,New York,2023-06-27,2024-06-10,349,326.54,113962.46,Unpaid,N/A,Yes
BKG-004169,Anthony Gardner,travisdavis@wilson.com,1013,new york,2025-01-04,2025-01-05,1,167.44,167.44,N/A,3,False
BKG-015923,,wgalloway@hill-griffin.info,1023,New York,2025-02-14,2025-04-12,57,147.25,8393.25,Unpaid,,Yes
BKG-008599,jimmy jones,adam12@hotmail.com,1070,New York,2024-12-17,2025-03-26,99,125.17,12391.83,paid,5,No
BKG-015685,  Alison Elliott  ,davisjamie@hotmail.com,1033,New York,2023-06-24,2024-04-11,292,107.82,31483.44,,,No
BKG-008812,melissa peterson,tmartin@pollard.com,1050,SF,2023-12-05,2024-02-12,69,319.66,22056.54,Unpaid,,Yes
BKG-004122,kristen burnett,,1058,SF,2023-05-08,01-27-2024,264,52.49,13857.36,,6,Yes
BKG-010709,  Dale Russo  ,joshuawilliams@gmail.com,1086,San Francisco,2025-03-15,2025-04-16,32,349.7,11190.4,N/A,5,Yes
BKG-008140,JOSHUA DAVIS,preilly@yahoo.com,1084,LA,2023-09-22,2025-04-18,574,442.04,253730.96000000002,Unpaid,-1,TRUE
BKG-000170,  Ashlee Townsend  ,richarddonovan@woods-gonzalez.com,1011,LA,2023-12-27,2024-08-04,221,,error,PENDING,-1,FALSE
BKG-002882,Brittany Lawson,okim@anderson.com,1001,nyc,2025-04-05,2025-04-15,10,236.38,2363.8,paid,2,Yes
BKG-003205,Michael Allen,gbutler@gmail.com,1071,New York,2024-01-21,2024-04-07,77,107.1,8246.699999999999,paid,-1,1
BKG-013236,  Kelly Butler  ,jonathon97@martinez.info,1085,new york,2024-05-14,2024-07-14,61,95.86,5847.46,Unpaid,-1,No
BKG-010158,  Adam Boone  ,megan83@gmail.com,1073,San Francisco,2024-02-14,2024-07-02,seven,344.82,error,PENDING,-1,y
BKG-015459,ANDRE JOHNSON,ulandry@booker.com,1082,LA,2023-07-25,2024-12-01,495,93.87,46465.65,Unpaid,-1,0
BKG-014229,Tara Obrien,hernandezashley@hotmail.com,1087,San Fran,2023-12-24,2024-12-06,348,274.43,95501.64,pending,1,No
BKG-001033,,leekathleen@daniel.com,1083,NYC,2024-03-31,2024-05-04,34,free,error,paid,1,No
BKG-010536,Jasmin Bennett,kdelgado@gmail.com,1088,New York,2024-02-23,2024-12-20,301,256.99,77353.99,PENDING,-1,1
BKG-016680,ANNE DORSEY,jacob17@wall.com,1044,NYC,2024-11-03,2024-12-17,44,317.07,13951.08,N/A,5,1
BKG-001385,,charlesperry@perez-hess.com,1039,Los Angeles,2024-10-27,2025-05-17,202,69.16,13970.32,paid,6,False
BKG-001295,,cmarquez@stevenson.org,1052,San Francisco,2024-11-25,2025-02-06,73,102.49,7481.7699999999995,PENDING,,n
BKG-008875,,stacy85@shelton.org,1071,NYC,2024-10-08,2025-01-08,92,152.32,14013.439999999999,Paid,N/A,y
BKG-009671,,wgarcia@gmail.com,1036,SF,2024-09-17,2024-09-27,10,299.12,2991.2,,,No
BKG-019091,brenda sampson,edwardskatie@rodriguez.info,1073,new york,2025-03-25,2025-04-11,17,149.42,2540.14,PENDING,,False
BKG-016793,  Kimberly York  ,sroberts@yahoo.com,1022,NYC,2024-10-30,2024-12-07,38,491.83,18689.54,Unpaid,4,True
BKG-017797,  Paige Casey  ,markchavez@evans.biz,1089,SF,2024-07-23,2024-09-23,62,412.05,25547.100000000002,Paid,6,FALSE
BKG-016424,Sean Andrade,whenderson@aguirre-alvarez.info,1078,New York,2024-06-09,2024-07-14,35,50.55,1769.25,PENDING,-1,y
BKG-016051,Katelyn Reeves,jacksonjohn@gmail.com,1094,los angeles,2025-02-24,04-27-2025,62,213.15,13215.300000000001,Paid,3,y
BKG-011868,Travis Sims,michaelwilliams@lawrence-dorsey.org,1066,new york,2024-03-09,2025-05-10,427,462.56,197513.12,Paid,,1
BKG-007360,KATHERINE CAMPBELL,jeremy64@perez.com,1070,San Francisco,2023-09-06,2025-02-21,534,458.35,244758.90000000002,Unpaid,6,TRUE
BKG-008871,Kenneth Watson,,1051,nyc,2023-11-28,2025-03-19,477,144.01,68692.76999999999,paid,4,y
BKG-018027,CAMERON PHAM,,1043,new york,2023-11-24,2024-01-11,48,389.16,18679.68,N/A,,TRUE
BKG-001497,theresa stone,anthonyleonard@taylor.biz,1098,NYC,2024-11-08,2024-11-29,21,486.63,10219.23,paid,6,n
BKG-009838,meghan thomas,hharper@hotmail.com,1005,los angeles,2023-09-02,2025-05-12,618,473.5,292623.0,Paid,,Yes
BKG-019669,  Harry Hansen  ,tim83@hotmail.com,1072,los angeles,2023-11-30,07-13-2024,226,252.9,57155.4,PENDING,5,n
BKG-000747,jeffrey hall,marcus06@stewart.com,1084,Los Angeles,2024-09-14,2024-12-31,108,267.69,28910.52,paid,-1,y
BKG-018545,ROBERT HOBBS,staceyhernandez@webb.com,1094,NYC,2025-02-24,2025-03-05,9,280.5,2524.5,,-1,True
BKG-005981,caroline mccoy,ayalavicki@richards-coleman.info,1098,new york,23/05/2024,2024-06-18,26,396.54,10310.04,PENDING,-1,1
BKG-001289,Karen Hughes,herbertward@williams.com,1083,LA,2023-07-14,09-12-2024,426,295.45,125861.7,,N/A,n
BKG-002206,mark le,fwalker@gmail.com,1078,los angeles,2023-06-25,2024-02-02,222,88.04,19544.88,N/A,N/A,True
BKG-003056,BENJAMIN PAYNE,rhonda51@harrington.com,1025,NYC,2023-11-23,2024-04-04,133,497.11,66115.63,Unpaid,,No
BKG-016171,VICKIE WALTERS,shanelopez@smith.biz,1075,New York,2024-10-12,2024-12-22,71,355.62,25249.02,,2,0
BKG-000590,marco davis,msparks@bates-henry.com,1051,LA,2024-06-16,2024-06-16,0,346.08,0.0,paid,3,No
BKG-013133,,walkerkevin@gmail.com,1060,San Fran,2024-11-11,2024-11-23,12,466.56,5598.72,paid,,1
BKG-007508,Matthew Sullivan,simmonsjennifer@yahoo.com,1085,los angeles,2023-11-19,2025-02-08,447,88.66,39631.02,PENDING,-1,1
BKG-011043,MARIAH VILLARREAL,,1073,SF,2024-07-26,2025-01-20,178,216.66,38565.479999999996,pending,-1,True
BKG-019015,,vanessabrennan@warren.net,1100,SF,25/08/2024,02-26-2025,185,193.58,35812.3,Unpaid,2,True
BKG-001491,  Richard Chandler  ,nguyengerald@moses.biz,1030,new york,2025-03-06,2025-03-22,16,420.19,6723.04,paid,4,No
BKG-006569,Nancy Mills,samantha43@yahoo.com,1003,NYC,2023-11-02,2024-09-30,333,322.1,107259.3,N/A,6,1
BKG-015486,George Ellison,johnathanparker@yahoo.com,1015,los angeles,2024-10-07,2025-05-10,215,462.69,99478.35,Unpaid,,TRUE
BKG-019862,paul garcia,rachael90@gmail.com,1100,San Francisco,19/09/2024,2025-04-09,202,293.98,59383.96000000001,paid,6,n
BKG-007089,shawn martinez,ronald73@hotmail.com,1004,LA,2023-09-16,2024-08-21,340,457.59,155580.6,paid,6,FALSE
BKG-005265,KYLE GIBSON,seth42@yahoo.com,1066,New York,2023-10-01,2024-06-01,244,53.78,13122.32,paid,N/A,True
BKG-011715,  Arthur Cooper  ,nortonlinda@yahoo.com,1007,los angeles,2024-11-17,2025-02-26,101,388.61,39249.61,pending,,True
BKG-004780,  John Moreno  ,victoria14@castro-mendoza.info,1076,Los Angeles,29/03/2024,2024-11-17,233,74.48,17353.84,,6,No
BKG-003136,,cartertimothy@hotmail.com,1003,nyc,2023-09-25,2024-07-23,302,360.16,108768.32,Paid,N/A,y
